id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading,keywords
pp-55-tahun-2016,PP 55 TAHUN 2016,Ketentuan Umum dan Tata Cara Pemungutan Pajak Daerah,2016,55,"['Pemerintah Pusat', 'Pemerintah Daerah', 'Kepala Daerah', 'Pejabat', 'Daerah Otonom', 'Wajib Pajak', 'Peraturan Daerah', 'Peraturan Kepala Daerah', 'Pajak Daerah', 'Pajak Bumi dan Bangunan Perdesaan dan Perkotaan', 'Bea Perolehan Hak atas Tanah dan Bangunan', 'Nilai Jual Objek Pajak', 'Pemungutan', 'Surat Pemberitahuan Pajak Daerah', 'Surat Pemberitahuan Objek Pajak', 'Surat Setoran Pajak Daerah', 'Surat Ketetapan Pajak Daerah', 'Surat Pemberitahuan Pajak Terutang', 'Surat Ketetapan Pajak Daerah Kurang Bayar', 'Surat Ketetapan Pajak Daerah Kurang Bayar Tambahan', 'Surat Ketetapan Pajak Daerah Nihil', 'Surat Ketetapan Pajak Daerah Lebih Bayar', 'Surat Tagihan Pajak Daerah', 'Surat Teguran', 'Surat Paksa', 'Surat Keputusan Pembetulan', 'Surat Keputusan Keberatan', 'Putusan Banding', 'Penelitian', 'Penagihan', 'Pemeriksaan']","['Pemerintah', 'Daerah', 'Pajak']","['KETENTUAN UMUM', 'JENIS-JENIS PAJAK DAN PENGATURAN PENETAPAN PAJAK DALAM PERATURAN DAERAH', 'PENDAFTARAN WAJIB PAJAK DAN MASA PAJAK', 'PENETAPAN, PEMBAYARAN, PELAPORAN, DAN KETETAPAN PAJAK', 'PENAGIHAN DAN PENGHAPUSAN PIUTANG PAJAK', 'KEBERATAN DAN BANDING', 'PEMBUKUAN DAN PEMERIKSAAN', 'PENELITIAN SURAT SETORAN PAJAK DAERAH BEA PEROLEHAN HAKATAS TANAH DAN BANGUNAN', 'PENILAIAN PAJAK BUMI DAN BANGUNAN PERDESAAN DAN PERKOTAAN', 'PAJAK YANG DIBAYARKAN ATAU DIPUNGUT OLEH PEMERINTAH', 'KETENTUAN PENUTUP', 'Jenis Pajak yang Dipungut berdasarkan Penetapan Kepala Daerah atau Dibayar Sendiri oleh Wajib Pajak', 'Pengaturan Penetapan Pajak dalam Peraturan Daerah', 'Pendaftaran Wajib Pajak', 'Masa Pajak', 'Penetapan Pajak', 'Pembayaran Pajak Terutang', 'Pelaporan Pajak', 'Ketetapan Pajak', 'Penagihan Pajak', 'Penghapusan Piutang Pajak']","['Pemerintah Pusat', 'Pemerintah Daerah', 'Kepala Daerah', 'Pejabat', 'Daerah Otonom', 'Wajib Pajak', 'Peraturan Daerah', 'Peraturan Kepala Daerah', 'Pajak Daerah', 'Pajak Bumi dan Bangunan Perdesaan dan Perkotaan', 'Bea Perolehan Hak atas Tanah dan Bangunan', 'Nilai Jual Objek Pajak', 'Pemungutan', 'Surat Pemberitahuan Pajak Daerah', 'Surat Pemberitahuan Objek Pajak', 'Surat Setoran Pajak Daerah', 'Surat Ketetapan Pajak Daerah', 'Surat Pemberitahuan Pajak Terutang', 'Surat Ketetapan Pajak Daerah Kurang Bayar', 'Surat Ketetapan Pajak Daerah Kurang Bayar Tambahan', 'Surat Ketetapan Pajak Daerah Nihil', 'Surat Ketetapan Pajak Daerah Lebih Bayar', 'Surat Tagihan Pajak Daerah', 'Surat Teguran', 'Surat Paksa', 'Surat Keputusan Pembetulan', 'Surat Keputusan Keberatan', 'Putusan Banding', 'Penelitian', 'Penagihan', 'Pemeriksaan', 'JENIS-JENIS PAJAK DAN PENGATURAN PENETAPAN PAJAK DALAM PERATURAN DAERAH', 'PENDAFTARAN WAJIB PAJAK DAN MASA PAJAK', 'PENETAPAN, PEMBAYARAN, PELAPORAN, DAN KETETAPAN PAJAK', 'PENAGIHAN DAN PENGHAPUSAN PIUTANG PAJAK', 'KEBERATAN DAN BANDING', 'PEMBUKUAN DAN PEMERIKSAAN', 'PENELITIAN SURAT SETORAN PAJAK DAERAH BEA PEROLEHAN HAKATAS TANAH DAN BANGUNAN', 'PENILAIAN PAJAK BUMI DAN BANGUNAN PERDESAAN DAN PERKOTAAN', 'PAJAK YANG DIBAYARKAN ATAU DIPUNGUT OLEH PEMERINTAH', 'Jenis Pajak yang Dipungut berdasarkan Penetapan Kepala Daerah atau Dibayar Sendiri oleh Wajib Pajak', 'Pengaturan Penetapan Pajak dalam Peraturan Daerah', 'Pendaftaran Wajib Pajak', 'Masa Pajak', 'Penetapan Pajak', 'Pembayaran Pajak Terutang', 'Pelaporan Pajak', 'Ketetapan Pajak', 'Penagihan Pajak', 'Penghapusan Piutang Pajak']"
pp-37-tahun-2009,PP 37 TAHUN 2009,Dosen,2009,37,"['Dosen Tetap', 'Satuan Pendidikan Tinggi', 'Sertifikasi', 'Sertifikat Pendidik', 'Gaji', 'Perguruan Tinggi', 'Satuan Kredit Semester', 'Perjanjian Kerja atau Kesepakatan Kerja Bersama', 'Pemerintah Daerah', 'Masyarakat', 'Daerah Khusus', 'Departemen', 'Menteri']",[],"['KETENTUAN UMUM', 'SERTIFIKASI', 'HAK', 'WAJIB KERJA DAN IKATAN DINAS', 'PENGANGKATAN, PENEMPATAN, DAN PEMINDAHAN', 'SANKSI', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Tunjangan Profesi', 'Tunjangan Khusus', 'Tunjangan Kehormatan', 'Kesetaraan Tunjangan', 'Maslahat Tambahan', 'Promosi', 'Penghargaan', 'Perlindungan dalam Melaksanakan Tugas dan Hak atas Kekayaan Intelektual', 'Peningkatan Kompetensi, Akses Sumber Belajar, Informasi, Sarana dan Prasarana Pembelajaran, serta Penelitian dan Pengabdian kepada Masyarakat', 'Kebebasan Akademik, Kebebasan Mimbar Akademik, dan Otonomi Keilmuan', 'Pemberian Penilaian dan Penentuan Kelulusan Mahasiswa', 'Kebebasan untuk Berserikat dalam Organisasi Profesi', 'Cuti']","['Dosen Tetap', 'Satuan Pendidikan Tinggi', 'Sertifikasi', 'Sertifikat Pendidik', 'Gaji', 'Perguruan Tinggi', 'Satuan Kredit Semester', 'Perjanjian Kerja atau Kesepakatan Kerja Bersama', 'Pemerintah Daerah', 'Masyarakat', 'Daerah Khusus', 'Departemen', 'Menteri', 'SERTIFIKASI', 'HAK', 'WAJIB KERJA DAN IKATAN DINAS', 'PENGANGKATAN, PENEMPATAN, DAN PEMINDAHAN', 'SANKSI', 'Tunjangan Profesi', 'Tunjangan Khusus', 'Tunjangan Kehormatan', 'Kesetaraan Tunjangan', 'Maslahat Tambahan', 'Promosi', 'Penghargaan', 'Perlindungan dalam Melaksanakan Tugas dan Hak atas Kekayaan Intelektual', 'Peningkatan Kompetensi, Akses Sumber Belajar, Informasi, Sarana dan Prasarana Pembelajaran, serta Penelitian dan Pengabdian kepada Masyarakat', 'Kebebasan Akademik, Kebebasan Mimbar Akademik, dan Otonomi Keilmuan', 'Pemberian Penilaian dan Penentuan Kelulusan Mahasiswa', 'Kebebasan untuk Berserikat dalam Organisasi Profesi', 'Cuti']"
195-pmk.08-2015,195/PMK.08/2015,"Tata Cara Penghitungan, Pengalokasian, Pembayaran, dan Pertanggungjawaban Subsidi Listrik",2015,195,"['Subsidi Listrik', 'Kebutuhan Pendapatan', 'Kebutuhan Pendapatan Operasi', 'Parameter Terkendali', 'Parameter Tidak Terkendali', 'Golongan Tarif', 'Biaya Pembangkitan', 'Biaya Transmisi', 'Biaya Distribusi dan Penjualan', 'Biaya Fungsional Perusahaan', 'Susut Jaringan', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksana Anggaran Bendahara Umum Negara, selanjutnya disingkat DIPA BUN', 'Rekening Dana Cadangan Belanja Subsidi/ Public Service Obigation (PSO), selanjutnya disebut Rekening Cadangan Subsidi', 'Tim Lintas Kementerian']",[],"['KETENTUAN UMUM', 'PENGHITUNGAN SUBSIDI LISTRIK', 'PENGALOKASIAN ANGGARAN SUBSIDI LISTRIK', 'PEMBAYARAN SUBSIDI LISTRIK', 'PERTANGGUNGJAWABAN SUBSIDI LISTRIK', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Formula', 'Kebutuhan Pendapatan', 'Pejabat Perbendaharaan', 'Penerbitan DIPA BUN', 'Permintaan Pembayaran Subsidi Listrik', 'Penelitian dan Verifikasi dan Pembayaran', 'Koreksi Pembayaran, Rekening Dana Cadangan Subsidi, dan Pemeriksaan']","['Subsidi Listrik', 'Kebutuhan Pendapatan', 'Kebutuhan Pendapatan Operasi', 'Parameter Terkendali', 'Parameter Tidak Terkendali', 'Golongan Tarif', 'Biaya Pembangkitan', 'Biaya Transmisi', 'Biaya Distribusi dan Penjualan', 'Biaya Fungsional Perusahaan', 'Susut Jaringan', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksana Anggaran Bendahara Umum Negara, selanjutnya disingkat DIPA BUN', 'Rekening Dana Cadangan Belanja Subsidi/ Public Service Obigation (PSO), selanjutnya disebut Rekening Cadangan Subsidi', 'Tim Lintas Kementerian', 'PENGHITUNGAN SUBSIDI LISTRIK', 'PENGALOKASIAN ANGGARAN SUBSIDI LISTRIK', 'PEMBAYARAN SUBSIDI LISTRIK', 'PERTANGGUNGJAWABAN SUBSIDI LISTRIK', 'Formula', 'Kebutuhan Pendapatan', 'Pejabat Perbendaharaan', 'Penerbitan DIPA BUN', 'Permintaan Pembayaran Subsidi Listrik', 'Penelitian dan Verifikasi dan Pembayaran', 'Koreksi Pembayaran, Rekening Dana Cadangan Subsidi, dan Pemeriksaan']"
115-pmk.07-2013,115/PMK.07/2013,Tata Cara Pemungutan dan Penyetoran Pajak Rokok,2013,115,"['Pajak Rokok', 'Rokok', 'Cukai Rokok', 'Surat Pemberitahuan Pajak Rokok', 'Permohonan Pemesanan Pita Cukai Hasil Tembakau', 'Wajib Pajak Rokok', 'Nomor Pokok Pengusaha Barang Kena Cukai', 'Pemungutan Pajak', 'Surat Setoran Bukan Pajak', 'Bank Persepsi', 'Pos Persepsi', 'Nomor Transaksi Penerimaan Negara', 'Nomor Transaksi Bank', 'Nomor Transaksi Pos', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah Provinsi', 'Kantor Bea dan Cukai', 'Kantor Pelayanan Perbendaharaan Negara', 'Anggaran Pendapatan dan Belanja Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Surat Ketetapan Pengembalian Pajak Rokok', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar Pajak Rokok', 'Surat Perintah Pencairan Dana', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Arsip Data Komputer', 'Surat Keterangan Telah Dibukukan', 'Surat Keputusan Pengembalian Kelebihan Pembayaran Pajak Rokok', 'SPM Pengembalian Penerimaan']","['CK-1', 'Kuasa BUN']","['KETENTUAN UMUM', 'TATA CARA PEMUNGUTAN PAJAK ROKOK', 'PENYETORAN PAJAK ROKOK KE REKENING KAS UMUM DAERAH PROVINSI', 'PENGEMBALIAN KELEBIHAN PEMBAYARAN PAJAK ROKOK', 'Pemungutan', 'Pembayaran Pajak Rokok', 'Penagihan Kekurangan Pembayaran Pajak Rokok', 'Pejabat Perbendaharaan', 'Mekanisme Penyetoran Pajak Rokok']","['Pajak Rokok', 'Rokok', 'Cukai Rokok', 'Surat Pemberitahuan Pajak Rokok', 'Permohonan Pemesanan Pita Cukai Hasil Tembakau', 'Wajib Pajak Rokok', 'Nomor Pokok Pengusaha Barang Kena Cukai', 'Pemungutan Pajak', 'Surat Setoran Bukan Pajak', 'Bank Persepsi', 'Pos Persepsi', 'Nomor Transaksi Penerimaan Negara', 'Nomor Transaksi Bank', 'Nomor Transaksi Pos', 'Rekening Kas Umum Negara', 'Rekening Kas Umum Daerah Provinsi', 'Kantor Bea dan Cukai', 'Kantor Pelayanan Perbendaharaan Negara', 'Anggaran Pendapatan dan Belanja Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penandatangan Surat Perintah Membayar', 'Surat Ketetapan Pengembalian Pajak Rokok', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar Pajak Rokok', 'Surat Perintah Pencairan Dana', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Arsip Data Komputer', 'Surat Keterangan Telah Dibukukan', 'Surat Keputusan Pengembalian Kelebihan Pembayaran Pajak Rokok', 'SPM Pengembalian Penerimaan', 'TATA CARA PEMUNGUTAN PAJAK ROKOK', 'PENYETORAN PAJAK ROKOK KE REKENING KAS UMUM DAERAH PROVINSI', 'PENGEMBALIAN KELEBIHAN PEMBAYARAN PAJAK ROKOK', 'Pemungutan', 'Pembayaran Pajak Rokok', 'Penagihan Kekurangan Pembayaran Pajak Rokok', 'Pejabat Perbendaharaan', 'Mekanisme Penyetoran Pajak Rokok']"
pp-79-tahun-2014,PP 79 TAHUN 2014,Kebijakan Energi Nasional,2014,79,"['Energi', 'Sumber Energi', 'Sumber Daya Energi', 'Sumber Energi Baru', 'Energi Baru', 'Sumber Energi Terbarukan', 'Energi Terbarukan', 'Pengelolaan Energi', 'Kemandirian Energi', 'Ketahanan Energi', 'Konservasi Energi', 'Konservasi Sumber Daya Energi', 'Lingkungan Hidup', 'Kemandirian Pengelolaan Energi', 'Pemanfaatan Energi', 'Industri Energi', 'Penyediaan Energi', 'Energi Primer', 'Energi Final', 'Elastisitas Energi', 'Intensitas Energi', 'Cadangan Energi', 'Cadangan Strategis', 'Cadangan Penyangga Energi', 'Diversifikasi Energi', 'Rasio Elektrifikasi', 'Badan Usaha', 'Pemerintah Pusat, selanjutnya disebut Pemerintah', 'Pemerintah Daerah', 'Dewan Energi Nasional', 'Rasio Penggunaan Gas Rumah Tangga']",[],"['KETENTUAN UMUM', 'TUJUAN DAN SASARAN', 'ARAH KEBIJAKAN ENERGI NASIONAL', 'PENGAWASAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Tujuan', 'Sasaran', 'Kebijakan Utama', 'Kebijakan Pendukung', 'Ketersediaan Energi untuk Kebutuhan Nasional', 'Prioritas Pengembangan Energi', 'Pemanfaatan Sumber Daya Energi Nasional', 'Cadangan Energi Nasional', 'Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi', 'Lingkungan Hidup dan Keselamatan Kerja', 'Harga, Subsidi, dan Insentif Energi', 'Infrastruktur, Akses untuk Masyarakat, dan Industri Energi', 'Penelitian, Pengembangan, dan Penerapan Teknologi Energi', 'Kelembagaan dan Pendanaan']","['Energi', 'Sumber Energi', 'Sumber Daya Energi', 'Sumber Energi Baru', 'Energi Baru', 'Sumber Energi Terbarukan', 'Energi Terbarukan', 'Pengelolaan Energi', 'Kemandirian Energi', 'Ketahanan Energi', 'Konservasi Energi', 'Konservasi Sumber Daya Energi', 'Lingkungan Hidup', 'Kemandirian Pengelolaan Energi', 'Pemanfaatan Energi', 'Industri Energi', 'Penyediaan Energi', 'Energi Primer', 'Energi Final', 'Elastisitas Energi', 'Intensitas Energi', 'Cadangan Energi', 'Cadangan Strategis', 'Cadangan Penyangga Energi', 'Diversifikasi Energi', 'Rasio Elektrifikasi', 'Badan Usaha', 'Pemerintah Pusat, selanjutnya disebut Pemerintah', 'Pemerintah Daerah', 'Dewan Energi Nasional', 'Rasio Penggunaan Gas Rumah Tangga', 'TUJUAN DAN SASARAN', 'ARAH KEBIJAKAN ENERGI NASIONAL', 'PENGAWASAN', 'Tujuan', 'Sasaran', 'Kebijakan Utama', 'Kebijakan Pendukung', 'Ketersediaan Energi untuk Kebutuhan Nasional', 'Prioritas Pengembangan Energi', 'Pemanfaatan Sumber Daya Energi Nasional', 'Cadangan Energi Nasional', 'Konservasi Energi, Konservasi Sumber Daya Energi, dan Diversifikasi Energi', 'Lingkungan Hidup dan Keselamatan Kerja', 'Harga, Subsidi, dan Insentif Energi', 'Infrastruktur, Akses untuk Masyarakat, dan Industri Energi', 'Penelitian, Pengembangan, dan Penerapan Teknologi Energi', 'Kelembagaan dan Pendanaan']"
107-pmk.011-2013,107/PMK.011/2013,"Tata Cara Penghitungan, Penyetoran, dan Pelaporan Pajak Penghasilan atas Penghasilan Dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu",2013,107,"['Undang-Undang Pajak Penghasilan', 'Tahun Pajak']",[],[],"['Undang-Undang Pajak Penghasilan', 'Tahun Pajak']"
83-pmk.05-2018,83/PMK.05/2018,Sistem Akuntansi dan Pelaporan Keuangan Transfer Ke Daerah dan Dana Desa,2018,83,"['Sistem Akuntansi dan Pelaporan Keuangan Transfer ke Daerah dan Dana Desa', 'Transfer ke Daerah dan Dana Desa', 'Bendahara Umum Negara', 'Bagian Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran BUN Penyaluran Transfer Dana Alokasi Khusus Fisik dan Dana Desa', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu BUN', 'Unit Akuntansi dan Pelaporan Keuangan BUN', 'Laporan Realisasi Anggaran', 'Neraca', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Catatan atas Laporan Keuangan', 'Reviu', 'Rekonsiliasi']","['UAKPA BUN', 'UAKKPA BUN', 'UAPBUN']","['KETENTUAN UMUM', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'AKUNTANSI DAN PELAPORAN KEUANGAN Bagian Pertama Akuntansi dan Pelaporan Keuangan pada UAKPA BUN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SISTEM AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'PERNYATAAN TELAH DIREVIU', 'KETENTUAN PENUTUP', 'Akuntansi dan Pelaporan Keuangan pada UAKKPA BUN', 'Akuntansi dan Pelaporan Keuangan pada UAPBUN']","['Sistem Akuntansi dan Pelaporan Keuangan Transfer ke Daerah dan Dana Desa', 'Transfer ke Daerah dan Dana Desa', 'Bendahara Umum Negara', 'Bagian Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran BUN', 'Unit Akuntansi dan Pelaporan Keuangan Koordinator Kuasa Pengguna Anggaran BUN Penyaluran Transfer Dana Alokasi Khusus Fisik dan Dana Desa', 'Unit Akuntansi dan Pelaporan Keuangan Pembantu BUN', 'Unit Akuntansi dan Pelaporan Keuangan BUN', 'Laporan Realisasi Anggaran', 'Neraca', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Catatan atas Laporan Keuangan', 'Reviu', 'Rekonsiliasi', 'UNIT AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'AKUNTANSI DAN PELAPORAN KEUANGAN Bagian Pertama Akuntansi dan Pelaporan Keuangan pada UAKPA BUN', 'PERNYATAAN TANGGUNG JAWAB', 'MODUL SISTEM AKUNTANSI DAN PELAPORAN KEUANGAN TRANSFER KE DAERAH DAN DANA DESA', 'PERNYATAAN TELAH DIREVIU', 'Akuntansi dan Pelaporan Keuangan pada UAKKPA BUN', 'Akuntansi dan Pelaporan Keuangan pada UAPBUN']"
96-pmk.05-2018,96/PMK.05/2018,Tarif Layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan,2018,96,"['Tarif layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan', 'Penyalur', 'Lembaga linkage']",[],[],"['Tarif layanan Badan Layanan Umum Pusat Investasi Pemerintah pada Kementerian Keuangan', 'Penyalur', 'Lembaga linkage']"
pp-81-tahun-2015,PP 81 TAHUN 2015,Impor dan/atau Penyerahan Barang Kena Pajak Tertentu yang Bersifat Strategis yang Dibebaskan Dari Pengenaan Pajak Pertambahan Nilai,2015,81,['Barang Kena Pajak tertentu yang bersifat strategis yang atas impornya dibebaskan dari pengenaan Pajak Pertambahan Nilai meliputi: a. mesin dan peralatan pabrik yang'],[],[],['Barang Kena Pajak tertentu yang bersifat strategis yang atas impornya dibebaskan dari pengenaan Pajak Pertambahan Nilai meliputi: a. mesin dan peralatan pabrik yang']
174-pmk.02-2019,174/PMK.02/2019,"Tata Cara Penyediaan, Penghitungan, Pembayaran, dan Pertanggungjawaban Subsidi Listrik",2019,174,"['Subsidi Listrik', 'Parameter Subsidi Listrik', 'Golongan Tarif', 'Biaya Pokok Penyediaan (Rp/kWh', 'Volume Penjualan', 'Specific Fuel Consumption', 'Susut Jaringan', 'Bauran Energi', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']",['DIPA'],[],"['Subsidi Listrik', 'Parameter Subsidi Listrik', 'Golongan Tarif', 'Biaya Pokok Penyediaan (Rp/kWh', 'Volume Penjualan', 'Specific Fuel Consumption', 'Susut Jaringan', 'Bauran Energi', 'Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Daftar Isian Pelaksanaan Anggaran Bendahara Umum Negara']"
pp-8-tahun-2005,PP 8 TAHUN 2005,Tata Kerja dan Susunan Organisasi Lembaga Kerja Sama Tripartit,2005,8,"['Lembaga Kerja Sama Tripartit', 'Lembaga Kerja Sama Tripartit Sektoral', 'Organisasi pengusaha', 'Serikat pekerja/serikat buruh', 'Menteri']","['LKS Tripartit', 'LKS Tripartit Sektoral']","['KETENTUAN UMUM', 'LEMBAGA KERJA SAMA TRIPARTIT NASIONAL', 'LEMBAGA KERJA SAMA TRIPARTIT PROPINSI', 'LEMBAGA KERJA SAMA TRIPARTIT KABUPATEN/KOTA', 'LEMBAGA KERJA SAMA TRIPARTIT SEKTORAL', 'KETENTUAN PENUTUP', 'Pembentukan dan Tugas', 'Organisasi', 'Pengangkatan dan Pemberhentian', 'Tata Kerja', 'Pembiayaan', 'Keanggotaan', 'Kesekretariatan', 'Badan Pekerja', 'Pengangkatan', 'Pemberhentian']","['Lembaga Kerja Sama Tripartit', 'Lembaga Kerja Sama Tripartit Sektoral', 'Organisasi pengusaha', 'Serikat pekerja/serikat buruh', 'Menteri', 'LEMBAGA KERJA SAMA TRIPARTIT NASIONAL', 'LEMBAGA KERJA SAMA TRIPARTIT PROPINSI', 'LEMBAGA KERJA SAMA TRIPARTIT KABUPATEN/KOTA', 'LEMBAGA KERJA SAMA TRIPARTIT SEKTORAL', 'Pembentukan dan Tugas', 'Organisasi', 'Pengangkatan dan Pemberhentian', 'Tata Kerja', 'Pembiayaan', 'Keanggotaan', 'Kesekretariatan', 'Badan Pekerja', 'Pengangkatan', 'Pemberhentian']"
11-pmk.010-2020,11/PMK.010/2020,Pelaksanaan Peraturan Pemerintah Nomor 78 Tahun 2019 tentang Fasilitas Pajak Penghasilan untuk Penanaman Modal di Bidang-Bidang Usaha Tertentu dan/atau di Daerah-Daerah Tertentu,2020,11,"['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Bidang-bidang Usaha Tertentu dan di Daerah-daerah Tertentu', 'Lembaga Pengelola dan Penyelenggara Online Single Submission', 'Perizinan Berusaha Terintegrasi Secara Elektronik atau Online Single Submission', 'Kegiatan Usaha Utama', 'Saat Mulai Berproduksi Komersial']",['Lembaga OSS'],"['KETENTUAN UMUM', 'SUBJEK DAN JENIS FASILITAS', 'PERSYARATAN DAN TATA CARA PENETAPAN NILAI AKTIVA TETAP BERWUJUD', 'TATA CARA PENGAJUAN PERMOHONAN PEMBERIAN FASILITAS PAJAK PENGHASILAN', 'PERSYARATAN DAN TATA CARA PEMANFAATAN FASILITAS PAJAK PENGHASILAN', 'KEWAJIBAN PELAPORAN', 'TATA CARA PENGGANTIAN AKTIVA', 'PENCABUTAN FASILITAS PAJAK PENGHASILAN', 'KETENTUAN PERALIHAN']","['Penanaman Modal', 'Bidang-bidang Usaha Tertentu', 'Bidang-bidang Usaha Tertentu dan di Daerah-daerah Tertentu', 'Lembaga Pengelola dan Penyelenggara Online Single Submission', 'Perizinan Berusaha Terintegrasi Secara Elektronik atau Online Single Submission', 'Kegiatan Usaha Utama', 'Saat Mulai Berproduksi Komersial', 'SUBJEK DAN JENIS FASILITAS', 'PERSYARATAN DAN TATA CARA PENETAPAN NILAI AKTIVA TETAP BERWUJUD', 'TATA CARA PENGAJUAN PERMOHONAN PEMBERIAN FASILITAS PAJAK PENGHASILAN', 'PERSYARATAN DAN TATA CARA PEMANFAATAN FASILITAS PAJAK PENGHASILAN', 'KEWAJIBAN PELAPORAN', 'TATA CARA PENGGANTIAN AKTIVA', 'PENCABUTAN FASILITAS PAJAK PENGHASILAN']"
209-pmk.07-2011,209/PMK.07/2011,Pedoman Umum dan Alokasi Dana Alokasi Khusus Tahun Anggaran 2012,2011,209,['Dana Alokasi Khusus (DAK) dialokasikan untuk membantu daerah mendanai kebutuhan fisik sarana dan prasarana dasar yang'],[],"['RUANG LINGKUP', 'ALOKASI', 'PENETAPAN ALOKASI Bagian Pertama Kriteria', 'PETUNJUK TEKNIS', 'PENGANGGARAN DAN PELAKSANAAN KEGIATAN', 'DANA PENDAMPING', 'PENYALURAN', 'PELAPORAN', 'PEMANTAUAN, EVALUASI, DAN PENGAWASAN', 'KETENTUAN PENUTUP', 'Penetapan Alokasi', 'Arah Kebijakan dan Ruang Lingkup Kegiatan']","['Dana Alokasi Khusus (DAK) dialokasikan untuk membantu daerah mendanai kebutuhan fisik sarana dan prasarana dasar yang', 'RUANG LINGKUP', 'ALOKASI', 'PENETAPAN ALOKASI Bagian Pertama Kriteria', 'PETUNJUK TEKNIS', 'PENGANGGARAN DAN PELAKSANAAN KEGIATAN', 'DANA PENDAMPING', 'PENYALURAN', 'PELAPORAN', 'PEMANTAUAN, EVALUASI, DAN PENGAWASAN', 'Penetapan Alokasi', 'Arah Kebijakan dan Ruang Lingkup Kegiatan']"
217-pmk.05-2015,217/PMK.05/2015,Pernyataan Standar Akuntansi Pemerintahan Berbasis Akrual Nomor 13 tentang Penyajian Laporan Keuangan Badan Layanan Umum,2015,217,"['Pemerintah', 'Akuntansi', 'Standar Akuntansi Pemerintahan', 'Pernyataan Standar Akuntansi Pemerintahan']",[],[],"['Pemerintah', 'Akuntansi', 'Standar Akuntansi Pemerintahan', 'Pernyataan Standar Akuntansi Pemerintahan']"
85-pmk.05-2013,85/PMK.05/2013,Tarif Layanan Badan Layanan Umum Balai Pendidikan dan Pelatihan Ilmu Pelayaran Surabaya pada Kementerian Perhubungan,2013,85,['Tarif Layanan Badan Layanan Umum Balai Pendidikan dan Pelatihan Ilmu Pelayaran Surabaya pada Kementerian Perhubungan'],[],[],['Tarif Layanan Badan Layanan Umum Balai Pendidikan dan Pelatihan Ilmu Pelayaran Surabaya pada Kementerian Perhubungan']
pp-47-tahun-2007,PP 47 TAHUN 2007,Kawasa Perdagangan Bebas dan Pelabuhan Bebas Bintan,2007,47,['Kawasan Perdagangan Bebas dan Pelabuhan Bebas Bintan'],[],[],['Kawasan Perdagangan Bebas dan Pelabuhan Bebas Bintan']
195-pmk.07-2012,195/PMK.07/2012,Pedoman Umum dan Alokasi Dana Otonomi Khusus Provinsi Aceh Tahun Anggaran 2013,2012,195,['Dana Otonomi Khusus Provinsi Aceh'],[],[],['Dana Otonomi Khusus Provinsi Aceh']
